full_name,final_score,occupation,city,state,state_id,archive_info,date,dt_indx,winner_flg
Tim Aten,22600,an editor,Vermilion,Ohio,OH,J! Archive - Show #7420,12/9/16,1,1
Tim Aten,7999,an editor,Vermilion,Ohio,OH,J! Archive - Show #7419,12/8/16,1,1
Tim Aten,15000,an editor,Vermilion,Ohio,OH,J! Archive - Show #7418,12/7/16,1,1
Tim Aten,8500,an editor,Vermilion,Ohio,OH,J! Archive - Show #7417,12/6/16,1,1
Tim Aten,12800,an editor,Vermilion,Ohio,OH,J! Archive - Show #7416,12/5/16,1,1
Tim Aten,35000,an editor,Vermilion,Ohio,OH,J! Archive - Show #7415,12/2/16,3,1
Bryna Fischer,5599,an editor,Westlake Village,California,CA,J! Archive - Show #7311,5/30/16,2,1
Pauline Sholtys,14800,an editor,Ansonia,Connecticut,CT,J! Archive - Show #7026,3/16/15,2,0
Erich Johnson,0,a musician and grad student,Brooklyn,New York,NY,J! Archive - Show #7962,4/2/19,2,0
David Moo,11199,a cocktail bartender,Brooklyn,New York,NY,J! Archive - Show #7910,1/18/19,3,0
Chelsea Hill,10800,an administrative assistant,Brooklyn,New York,NY,J! Archive - Show #7900,1/4/19,3,0
Alan Harrison,3199,an administrative assistant,Seattle,Washington,WA,J! Archive - Show #7706,2/26/18,1,0
Alan Harrison,8509,an administrative assistant,Seattle,Washington,WA,J! Archive - Show #7705,2/23/18,1,1
Alan Harrison,15201,an administrative assistant,Seattle,Washington,WA,J! Archive - Show #7704,2/22/18,3,1
Michelle Chick,7000,an administrative assistant,Livonia,Michigan,MI,J! Archive - Show #6949,11/27/14,2,0
Alexandra Whitehill Smith,11399,an administrative assistant,Columbia,South Carolina,SC,J! Archive - Show #7185,12/4/15,2,0
Debbi Hopkins,3799,an administrative assistant,Charleston,South Carolina,SC,J! Archive - Show #7384,10/20/16,1,0
Debbi Hopkins,18300,an administrative assistant,Charleston,South Carolina,SC,J! Archive - Show #7383,10/19/16,3,1
Bonnie Leih,2000,an administrative assistant,Plumas Lake,California,CA,J! Archive - Show #7601,10/2/17,3,0
Kelly Lasiter,14400,an administrative assistant,Granite City,Illinois,IL,J! Archive - Show #7573,7/12/17,1,0
Kelly Lasiter,22800,an administrative assistant,Granite City,Illinois,IL,J! Archive - Show #7572,7/11/17,3,1
Bonnie Megel,21700,an administrative assistant,Grinnell,Iowa,IA,J! Archive - Show #7340,7/8/16,1,0
Bonnie Megel,31400,an administrative assistant,Grinnell,Iowa,IA,J! Archive - Show #7339,7/7/16,3,1
Ernestine Gardner,6000,an administrative assistant,South Bend,Indiana,IN,J! Archive - Show #7142,10/6/15,3,1
Ellie Jostad,-2000,a journalist,Brooklyn,New York,NY,J! Archive - Show #7890,12/21/18,2,0
Jennifer Chang,9200,a journalist,Brooklyn,New York,NY,J! Archive - Show #7640,11/24/17,3,0
Jennifer Chang,9200,a journalist,Brooklyn,New York,NY,J! Archive - Show #7640,11/24/17,3,0
Josh Stephens,3199,a journalist,Los Angeles,California,CA,J! Archive - Show #7945,3/8/19,2,1
Roey Hadar,19600,a journalist,Arlington,Virginia,VA,J! Archive - Show #8039,7/18/19,1,1
Roey Hadar,23600,a journalist,Arlington,Virginia,VA,J! Archive - Show #8038,7/17/19,3,1
Jeff Lasky,1,a journalist,San Diego,California,CA,J! Archive - Show #8036,7/15/19,3,0
Kat Long,2001,a journalist,New York,New York,NY,J! Archive - Show #7794,6/28/18,3,0
Jack Dickey,0,a journalist,New York,New York,NY,J! Archive - Show #7734,4/5/18,1,0
Jack Dickey,16401,a journalist,New York,New York,NY,J! Archive - Show #7733,4/4/18,1,1
Jack Dickey,30401,a journalist,New York,New York,NY,J! Archive - Show #7732,4/3/18,3,1
Charlene Lee,8700,a journalist,Jersey City,New Jersey,NJ,J! Archive - Show #7206,1/4/16,3,0
Charlene Lee,8700,a journalist,Jersey City,New Jersey,NJ,J! Archive - Show #7206,1/4/16,3,0
Jay Hancock,14500,a journalist,Ellicott City,Maryland,MD,J! Archive - Show #7603,10/4/17,3,0
Susan Corica,4800,a journalist,Waterbury,Connecticut,CT,J! Archive - Show #7571,7/10/17,1,0
Susan Corica,15995,a journalist,Waterbury,Connecticut,CT,J! Archive - Show #7570,7/7/17,3,1
Eric Doctor,2001,a graphic designer and teacher,Brooklyn,New York,NY,J! Archive - Show #7888,12/19/18,2,0
Casey Amspacher,9599,a senior data engineer,Brooklyn,New York,NY,J! Archive - Show #7868,11/21/18,2,0
Katherine Pisarro-Grant,4399,a verbal identity consultant,Brooklyn,New York,NY,J! Archive - Show #7784,6/14/18,3,0
Tommy Fagin,1,an English teacher,Brooklyn,New York,NY,J! Archive - Show #7776,6/4/18,3,0
Amy Servat,0,an English teacher,Houston,Texas,TX,J! Archive - Show #7602,10/3/17,2,0
Justin Earnshaw,1200,an English teacher,Cheyenne,Wyoming,WY,J! Archive - Show #7689,2/1/18,3,0
Nathan Flynn,17610,an English teacher,Royal Oak,Michigan,MI,J! Archive - Show #7564,6/29/17,1,1
Nathan Flynn,18001,an English teacher,Royal Oak,Michigan,MI,J! Archive - Show #7563,6/28/17,2,1
Denver Wade,11200,an English teacher,Westfield,Indiana,IN,J! Archive - Show #7392,11/1/16,3,0
Amy Williamson,9599,an English teacher,Hickory,North Carolina,NC,J! Archive - Show #6970,12/26/14,2,0
Carolyn Walsh,10600,a software engineer,Brooklyn,New York,NY,J! Archive - Show #7749,4/26/18,3,1
Steven Silverman,2667,a software engineer,Arlington,Virginia,VA,J! Archive - Show #8010,6/7/19,3,0
Steven Green,0,a software engineer,Millbrae,California,CA,J! Archive - Show #8034,7/11/19,3,0
Brian Panulla,21501,a software engineer,Portland,Oregon,OR,J! Archive - Show #7878,12/5/18,3,0
Kellie Packwood,4400,a software engineer,Austin,Texas,TX,J! Archive - Show #7583,7/26/17,3,0
Kris Dages,5605,a software engineer,Austin,Texas,TX,J! Archive - Show #7118,7/22/15,3,0
Nabila Yusaf,2399,a software engineer,New York,New York,NY,J! Archive - Show #7692,2/6/18,2,0
Todd DeFilippi,2000,a software engineer,Mountain View,California,CA,J! Archive - Show #7483,3/8/17,1,0
Todd DeFilippi,24583,a software engineer,Mountain View,California,CA,J! Archive - Show #7482,3/7/17,3,1
Chris Wong,10960,a software engineer,Alexandria,Virginia,VA,J! Archive - Show #7838,10/10/18,3,0
Bianca Benincasa,9000,a software engineer,Silver Spring,Maryland,MD,J! Archive - Show #7180,11/27/15,3,0
Alan Lin,32500,a software engineer,Riverside,California,CA,J! Archive - Show #7941,3/4/19,1,0
Alan Lin,400,a software engineer,Riverside,California,CA,J! Archive - Show #7635,11/17/17,2,0
Alan Lin,8800,a software engineer,Riverside,California,CA,J! Archive - Show #7634,11/16/17,2,1
Alan Lin,24401,a software engineer,Riverside,California,CA,J! Archive - Show #7633,11/15/17,1,1
Alan Lin,19610,a software engineer,Riverside,California,CA,J! Archive - Show #7628,11/8/17,2,1
Shari Post,9190,a software engineer,Aurora,Colorado,CO,J! Archive - Show #7711,3/5/18,2,0
Mark Ashton,6000,a software engineer,Elmhurst,Illinois,IL,J! Archive - Show #7716,3/12/18,1,0
Mark Ashton,29100,a software engineer,Elmhurst,Illinois,IL,J! Archive - Show #7715,3/9/18,3,1
Alan Lin,18700,a software engineer,Santa Barbara,California,CA,J! Archive - Show #7522,5/2/17,1,0
Alan Lin,14800,a software engineer,Santa Barbara,California,CA,J! Archive - Show #7521,5/1/17,1,1
Alan Lin,24400,a software engineer,Santa Barbara,California,CA,J! Archive - Show #7520,4/28/17,1,1
Alan Lin,19600,a software engineer,Santa Barbara,California,CA,J! Archive - Show #7519,4/27/17,1,1
Alan Lin,28800,a software engineer,Santa Barbara,California,CA,J! Archive - Show #7518,4/26/17,1,1
Alan Lin,12000,a software engineer,Santa Barbara,California,CA,J! Archive - Show #7517,4/25/17,1,1
Alan Lin,24000,a software engineer,Santa Barbara,California,CA,J! Archive - Show #7516,4/24/17,3,1
Gavin Mulligan,2,a software engineer,Parker,Colorado,CO,J! Archive - Show #7437,1/3/17,1,0
Gavin Mulligan,15800,a software engineer,Parker,Colorado,CO,J! Archive - Show #7436,1/2/17,2,1
Whitney Marshall,3199,a software engineer,Overland Park,Kansas,KS,J! Archive - Show #6860,6/13/14,3,0
Tony Langford,6200,a software engineer,Roswell,Georgia,GA,J! Archive - Show #7140,10/2/15,2,0
Alex Lopinto,6700,a veterinary ophthalmologist,Brooklyn,New York,NY,J! Archive - Show #7729,3/29/18,3,0
Matt Lisiecki,400,an international development researcher,Brooklyn,New York,NY,J! Archive - Show #7712,3/6/18,1,0
Matt Lisiecki,19601,an international development researcher,Brooklyn,New York,NY,J! Archive - Show #7711,3/5/18,1,1
Matt Lisiecki,14950,an international development researcher,Brooklyn,New York,NY,J! Archive - Show #7710,3/2/18,2,1
Elizabeth Connor,11600,an art director,Brooklyn,New York,NY,J! Archive - Show #7688,1/31/18,3,0
Joe Gaspard,7999,an operations specialist,Brooklyn,New York,NY,J! Archive - Show #7649,12/7/17,3,0
Alice Pelletier,17700,a technical services associate,Brooklyn,New York,NY,J! Archive - Show #7646,12/4/17,2,0
Rahul Jain,3300,a corporate strategy manager,Brooklyn,New York,NY,J! Archive - Show #7623,11/1/17,2,0
Edgar Castillo,3,a digital media specialist,Brooklyn,New York,NY,J! Archive - Show #7618,10/25/17,2,0
Chelsea Feltman,8799,an opera singer and actor,Brooklyn,New York,NY,J! Archive - Show #7613,10/18/17,3,0
Emily Wilson,19400,a nonprofit fundraising operations manager,Brooklyn,New York,NY,J! Archive - Show #7611,10/16/17,2,0
Todd McCafferty,0,a compliance manager,Brooklyn,New York,NY,J! Archive - Show #7604,10/5/17,2,0
Megan Williams,12400,a chief of operations,Brooklyn,New York,NY,J! Archive - Show #7564,6/29/17,3,0
Jeremy Fassler,5599,a writer,Brooklyn,New York,NY,J! Archive - Show #7556,6/19/17,2,0
Fritz Holznagel,11603,a writer,Somerville,Massachusetts,MA,J! Archive - Show #6787,3/4/14,1,0
Bryan Rucker,11800,a writer,Los Angeles,California,CA,J! Archive - Show #7805,7/13/18,3,1
Nick Hurwitz,3600,a writer,Los Angeles,California,CA,J! Archive - Show #7795,6/29/18,3,0
Jonah Platt,15798,a writer,Los Angeles,California,CA,J! Archive - Show #7706,2/26/18,3,0
Melissa Fall,0,a writer,Los Angeles,California,CA,J! Archive - Show #7645,12/1/17,3,0
Seth Madej,1999,a writer,Los Angeles,California,CA,J! Archive - Show #7525,5/5/17,3,0
Ben Smolen,10599,a writer,Los Angeles,California,CA,J! Archive - Show #7457,1/31/17,2,0
Bob Harris,0,a writer,Los Angeles,California,CA,J! Archive - Show #6788,3/5/14,2,0
Kate Cox,1,a writer,Arlington,Virginia,VA,J! Archive - Show #7078,5/27/15,2,1
Ken Jennings,599,a writer,Seattle,Washington,WA,J! Archive - Show #6840,5/16/14,2,0
Ken Jennings,7000,a writer,Seattle,Washington,WA,J! Archive - Show #6839,5/15/14,2,1
Ken Jennings,30401,a writer,Seattle,Washington,WA,J! Archive - Show #6836,5/12/14,1,1
Ken Jennings,40000,a writer,Seattle,Washington,WA,J! Archive - Show #6834,5/8/14,3,1
Ken Jennings,23600,a writer,Seattle,Washington,WA,J! Archive - Show #6809,4/3/14,2,1
Tom Nissley,13400,a writer,Seattle,Washington,WA,J! Archive - Show #6806,3/31/14,3,0
Jim Royal,1200,a writer,St. Louis,Missouri,MO,J! Archive - Show #8030,7/5/19,3,0
Christine Schreck,2799,a writer,Berkeley,California,CA,J! Archive - Show #7360,9/16/16,3,0
Mary Suárez,6600,a writer,New York,New York,NY,J! Archive - Show #7047,4/14/15,3,0
Susan MacKay Smith,0,a writer,Boulder,Colorado,CO,J! Archive - Show #7006,2/16/15,3,0
Rachel Snyder,2000,a writer,Grand Rapids,Michigan,MI,J! Archive - Show #7520,4/28/17,2,0
Rebecca Golden,10980,a writer,Hamtramck,Michigan,MI,J! Archive - Show #7063,5/6/15,3,0
Tiffany Brooks,0,a writer,Norman,Oklahoma,OK,J! Archive - Show #7877,12/4/18,3,0
Christina Boyadjian,7000,a writer,Boston,Massachusetts,MA,J! Archive - Show #7408,11/23/16,2,0
Lauren Kiehna,2399,a writer,Steeleville,Illinois,IL,J! Archive - Show #7801,7/9/18,1,0
Lauren Kiehna,31601,a writer,Steeleville,Illinois,IL,J! Archive - Show #7800,7/6/18,3,1
Shannan Younger,16799,a writer,Naperville,Illinois,IL,J! Archive - Show #7729,3/29/18,2,0
Saralee Etter,600,a writer,Pataskala,Ohio,OH,J! Archive - Show #7668,1/3/18,1,0
Saralee Etter,8000,a writer,Pataskala,Ohio,OH,J! Archive - Show #7667,1/2/18,2,1
Nan Bauer,16600,a writer,Brooklyn,Michigan,MI,J! Archive - Show #7619,10/26/17,1,1
Nan Bauer,14801,a writer,Brooklyn,Michigan,MI,J! Archive - Show #7618,10/25/17,1,1
Nan Bauer,6799,a writer,Brooklyn,Michigan,MI,J! Archive - Show #7617,10/24/17,1,1
Nan Bauer,15001,a writer,Brooklyn,Michigan,MI,J! Archive - Show #7616,10/23/17,3,1
Connie Rudd,0,a writer,Coweta,Oklahoma,OK,J! Archive - Show #7580,7/21/17,3,0
Robert Weibezahl,11800,a writer,Westlake Village,California,CA,J! Archive - Show #7496,3/27/17,1,0
Robert Weibezahl,11000,a writer,Westlake Village,California,CA,J! Archive - Show #7495,3/24/17,3,1
Madeline Wilson,1600,a writer,Akron,Ohio,OH,J! Archive - Show #7493,3/22/17,2,0
Emily DeArdo,1800,a writer,Reynoldsburg,Ohio,OH,J! Archive - Show #7346,7/18/16,3,0
Sue Corbett,2000,a writer,Newport News,Virginia,VA,J! Archive - Show #7131,9/21/15,2,0
Suzanne Vito,19200,a writer,Albany,California,CA,J! Archive - Show #7122,7/28/15,1,1
Suzanne Vito,9500,a writer,Albany,California,CA,J! Archive - Show #7121,7/27/15,2,1
Grace Riley,18800,a writer,Fort Smith,Arkansas,AR,J! Archive - Show #6824,4/24/14,3,0
Samm Chiszar,1,a public defender,Brooklyn,New York,NY,J! Archive - Show #7518,4/26/17,3,0
Laura Schulman,1200,a public defender,Seattle,Washington,WA,J! Archive - Show #7999,5/23/19,2,0
Megan Beesley,2,a public defender,St. Louis,Missouri,MO,J! Archive - Show #7777,6/5/18,3,0
Angela Chuang,100,a public defender,New York,New York,NY,J! Archive - Show #6924,10/23/14,2,0
Abigail Myers,21000,an education administrator,Brooklyn,New York,NY,J! Archive - Show #7503,4/5/17,1,0
Abigail Myers,10200,an education administrator,Brooklyn,New York,NY,J! Archive - Show #7502,4/4/17,1,1
Abigail Myers,29000,an education administrator,Brooklyn,New York,NY,J! Archive - Show #7501,4/3/17,2,1
Adam Vesterholt,17601,an energy engineer,Brooklyn,New York,NY,J! Archive - Show #7497,3/28/17,1,0
Adam Vesterholt,26801,an energy engineer,Brooklyn,New York,NY,J! Archive - Show #7496,3/27/17,2,1
Rob Liguori,3599,a research editor,Brooklyn,New York,NY,J! Archive - Show #7481,3/6/17,1,0
Rob Liguori,14000,a research editor,Brooklyn,New York,NY,J! Archive - Show #7480,3/3/17,1,1
Rob Liguori,18600,a research editor,Brooklyn,New York,NY,J! Archive - Show #7479,3/2/17,1,1
Rob Liguori,20400,a research editor,Brooklyn,New York,NY,J! Archive - Show #7478,3/1/17,1,1
Rob Liguori,19601,a research editor,Brooklyn,New York,NY,J! Archive - Show #7477,2/28/17,2,1
Sherri Cohen,199,a nonprofit writer and editor,Brooklyn,New York,NY,J! Archive - Show #7448,1/18/17,3,0
P.J. Molski,16000,a web developer,Brooklyn,New York,NY,J! Archive - Show #7389,10/27/16,3,0
Erica Dreisbach,1,a web developer,Chicago,Illinois,IL,J! Archive - Show #7370,9/30/16,3,0
Jayne Lady,0,a web developer,Iowa City,Iowa,IA,J! Archive - Show #7157,10/27/15,3,0
Charlie Olsky,11800,a film publicist,Brooklyn,New York,NY,J! Archive - Show #7376,10/10/16,2,0
Bryn Keating,5800,an academic director,Brooklyn,New York,NY,J! Archive - Show #7375,10/7/16,3,0
Beth Dunn,100,a product demonstrator,Brooklyn,New York,NY,J! Archive - Show #7284,4/21/16,2,0
Marcus Lewis,28800,a tutor,Brooklyn,New York,NY,J! Archive - Show #7162,11/3/15,1,0
Marcus Lewis,14399,a tutor,Brooklyn,New York,NY,J! Archive - Show #7161,11/2/15,3,1
Alison Burke,17396,a tutor,Brooklyn,New York,NY,J! Archive - Show #7143,10/7/15,2,1
Adam Scholze,11995,a tutor,Pasadena,California,CA,J! Archive - Show #7796,7/2/18,2,0
Alvin Chin,0,a tutor,Highland Park,New Jersey,NJ,J! Archive - Show #7018,3/4/15,1,0
Alvin Chin,32100,a tutor,Highland Park,New Jersey,NJ,J! Archive - Show #7017,3/3/15,2,1
Vicki Eastus,4200,a law school professor and administrator,Brooklyn,New York,NY,J! Archive - Show #7136,9/28/15,3,1
Eliza Thompson,0,an entertainment editor,Brooklyn,New York,NY,J! Archive - Show #7117,7/21/15,2,0
Rena Traube,199,a financial analyst originally,Brooklyn,New York,NY,J! Archive - Show #7103,7/1/15,2,0
Addison Godel,399,a Ph.D. student in architectural history,Brooklyn,New York,NY,J! Archive - Show #7085,6/5/15,1,0
Addison Godel,24400,a Ph.D. student in architectural history,Brooklyn,New York,NY,J! Archive - Show #7084,6/4/15,2,1
Jill Locascio,7599,an academic librarian,Brooklyn,New York,NY,J! Archive - Show #7031,3/23/15,3,0
Laura Gallo,13200,an internal medicine physician originally,Brooklyn,New York,NY,J! Archive - Show #7014,2/26/15,1,1
Laura Gallo,8799,an internal medicine physician originally,Brooklyn,New York,NY,J! Archive - Show #7013,2/25/15,3,1
Karen Ash,0,a business analyst,Brooklyn,New York,NY,J! Archive - Show #7006,2/16/15,1,0
Karen Ash,26000,a business analyst,Brooklyn,New York,NY,J! Archive - Show #6995,1/30/15,1,1
Karen Ash,23600,a business analyst,Brooklyn,New York,NY,J! Archive - Show #6994,1/29/15,3,1
Bing Kao,199,a business analyst,Houston,Texas,TX,J! Archive - Show #7367,9/27/16,3,0
Jeremy Reff,1,a business developer,Brooklyn,New York,NY,J! Archive - Show #6982,1/13/15,2,0
Cerulean Ozarow,25158,an 11-year-old,Brooklyn,New York,NY,J! Archive - Show #6951,12/1/14,3,1
Krissy Brzycki,10400,an 11-year-old,Indianapolis,Indiana,IN,J! Archive - Show #6952,12/2/14,2,1
Adam Barrow,3,an 11-year-old,Greensboro,North Carolina,NC,J! Archive - Show #6952,12/2/14,1,0
Jake McCrory,4599,an 11-year-old,Pueblo,Colorado,CO,J! Archive - Show #6953,12/3/14,3,1
Sarah Horvitz,1400,an attorney,Brooklyn,New York,NY,J! Archive - Show #6920,10/17/14,3,0
Michelle Bruck,3000,an attorney,Levittown,Pennsylvania,PA,J! Archive - Show #8043,7/24/19,2,0
Tori Campbell,8200,an attorney,Chicago,Illinois,IL,J! Archive - Show #7852,10/30/18,1,0
Tori Campbell,19601,an attorney,Chicago,Illinois,IL,J! Archive - Show #7851,10/29/18,1,1
Tori Campbell,2198,an attorney,Chicago,Illinois,IL,J! Archive - Show #7850,10/26/18,2,1
Jen Aronoff,4199,an attorney,Chicago,Illinois,IL,J! Archive - Show #7837,10/9/18,2,0
Dave Baltmanis,8207,an attorney,Chicago,Illinois,IL,J! Archive - Show #7797,7/3/18,3,0
Ankoor Bagchi,4200,an attorney,Chicago,Illinois,IL,J! Archive - Show #7101,6/29/15,1,0
Nikhil Damle,799,an attorney,Torrance,California,CA,J! Archive - Show #7283,4/20/16,2,0
Liz Levin,-2400,an attorney,Los Angeles,California,CA,J! Archive - Show #7998,5/22/19,3,0
Alexander Schwab,8900,an attorney,Los Angeles,California,CA,J! Archive - Show #7877,12/4/18,2,0
Ben Goldstein,1400,an attorney,Los Angeles,California,CA,J! Archive - Show #7875,11/30/18,3,0
Jon Eisenman,0,an attorney,Los Angeles,California,CA,J! Archive - Show #7630,11/10/17,3,0
Jon Eisenman,13199,an attorney,Los Angeles,California,CA,J! Archive - Show #7570,7/7/17,1,0
Jon Eisenman,21601,an attorney,Los Angeles,California,CA,J! Archive - Show #7569,7/6/17,1,1
Jon Eisenman,18001,an attorney,Los Angeles,California,CA,J! Archive - Show #7568,7/5/17,1,1
Jon Eisenman,19200,an attorney,Los Angeles,California,CA,J! Archive - Show #7567,7/4/17,1,1
Jon Eisenman,26800,an attorney,Los Angeles,California,CA,J! Archive - Show #7566,7/3/17,1,1
Jon Eisenman,18300,an attorney,Los Angeles,California,CA,J! Archive - Show #7565,6/30/17,2,1
Cary Finkelstein,7400,an attorney,Los Angeles,California,CA,J! Archive - Show #7328,6/22/16,3,0
David Greenberg,17200,an attorney,Los Angeles,California,CA,J! Archive - Show #7281,4/18/16,3,0
Aggie Lee,3199,an attorney,Los Angeles,California,CA,J! Archive - Show #6949,11/27/14,1,0
Aggie Lee,15800,an attorney,Los Angeles,California,CA,J! Archive - Show #6948,11/26/14,2,1
Steve Buechner,1,an attorney,Los Angeles,California,CA,J! Archive - Show #6845,5/23/14,2,0
Julia Levine,9790,an attorney,Los Angeles,California,CA,J! Archive - Show #6805,3/28/14,3,0
Amanda Basta,6399,an attorney,Arlington,Virginia,VA,J! Archive - Show #7924,2/7/19,2,0
Laura Miller,19199,an attorney,Arlington,Virginia,VA,J! Archive - Show #7650,12/8/17,2,0
John Avila,8201,an attorney,Arlington,Virginia,VA,J! Archive - Show #7449,1/19/17,1,0
John Avila,8201,an attorney,Arlington,Virginia,VA,J! Archive - Show #7449,1/19/17,1,0
John Avila,2399,an attorney,Arlington,Virginia,VA,J! Archive - Show #7448,1/18/17,1,1
John Avila,24200,an attorney,Arlington,Virginia,VA,J! Archive - Show #7447,1/17/17,1,1
John Avila,14001,an attorney,Arlington,Virginia,VA,J! Archive - Show #7446,1/16/17,2,1
Dana Desprois,800,an attorney,Arlington,Virginia,VA,J! Archive - Show #7149,10/15/15,3,0
Cam Hoang,6300,an attorney,Minneapolis,Minnesota,MN,J! Archive - Show #7137,9/29/15,2,0
Mackenzie Brooks,0,an attorney,San Diego,California,CA,J! Archive - Show #7582,7/25/17,2,0
Jennifer Blanton,3399,an attorney,San Diego,California,CA,J! Archive - Show #6870,6/27/14,1,0
Jennifer Blanton,18600,an attorney,San Diego,California,CA,J! Archive - Show #6869,6/26/14,1,1
Jennifer Blanton,8799,an attorney,San Diego,California,CA,J! Archive - Show #6868,6/25/14,1,1
Jennifer Blanton,29601,an attorney,San Diego,California,CA,J! Archive - Show #6867,6/24/14,3,1
Erin Williams,10800,an attorney,St. Louis,Missouri,MO,J! Archive - Show #7425,12/16/16,2,0
Heather Heffner,200,an attorney,St. Louis,Missouri,MO,J! Archive - Show #6856,6/9/14,2,0
Serena Kay Tibbitt,1,an attorney,Miami,Florida,FL,J! Archive - Show #7484,3/9/17,3,0
Serena Kay Tibbitt,1,an attorney,Miami,Florida,FL,J! Archive - Show #7484,3/9/17,3,0
Mike Ewing,8000,an attorney,Austin,Texas,TX,J! Archive - Show #7021,3/9/15,2,0
William Tran,1500,an attorney,Monterey Park,California,CA,J! Archive - Show #8005,5/31/19,2,0
Wyatt Feeler,7600,an attorney,College Park,Maryland,MD,J! Archive - Show #8005,5/31/19,3,0
Asim Modi,8399,an attorney,San Francisco,California,CA,J! Archive - Show #7415,12/2/16,1,0
Asim Modi,10399,an attorney,San Francisco,California,CA,J! Archive - Show #7414,12/1/16,3,1
Tal Kedem,9599,an attorney,New York,New York,NY,J! Archive - Show #7645,12/1/17,2,0
Rich Blashka,200,an attorney,New York,New York,NY,J! Archive - Show #7572,7/11/17,1,0
Rich Blashka,14500,an attorney,New York,New York,NY,J! Archive - Show #7571,7/10/17,3,1
Joe Nguyen,5199,an attorney,New York,New York,NY,J! Archive - Show #7546,6/5/17,1,0
Joe Nguyen,27201,an attorney,New York,New York,NY,J! Archive - Show #7545,6/2/17,1,1
Joe Nguyen,37801,an attorney,New York,New York,NY,J! Archive - Show #7544,6/1/17,1,1
Joe Nguyen,12200,an attorney,New York,New York,NY,J! Archive - Show #7543,5/31/17,3,1
Zoey Orol,7900,an attorney,New York,New York,NY,J! Archive - Show #7444,1/12/17,1,0
Zoey Orol,4400,an attorney,New York,New York,NY,J! Archive - Show #7443,1/11/17,2,1
Ken Fischer,800,an attorney,New York,New York,NY,J! Archive - Show #7344,7/14/16,2,0
Shu-Ping Shen,13001,an attorney,New York,New York,NY,J! Archive - Show #7106,7/6/15,2,1
Lauren Gambier,1,an attorney,New York,New York,NY,J! Archive - Show #6981,1/12/15,3,0
Shawn Choe,4000,an attorney,New York,New York,NY,J! Archive - Show #6911,10/6/14,1,0
Shawn Choe,19200,an attorney,New York,New York,NY,J! Archive - Show #6910,10/3/14,1,1
Shawn Choe,7200,an attorney,New York,New York,NY,J! Archive - Show #6909,10/2/14,2,1
Laura Ashby,3599,an attorney,Marietta,Georgia,GA,J! Archive - Show #7177,11/24/15,1,0
Laura Ashby,18401,an attorney,Marietta,Georgia,GA,J! Archive - Show #7176,11/23/15,1,1
Laura Ashby,18401,an attorney,Marietta,Georgia,GA,J! Archive - Show #7165,11/6/15,2,1
Rich Coble,1,an attorney,Philadelphia,Pennsylvania,PA,J! Archive - Show #7606,10/9/17,2,0
Liz Fischer,18800,an attorney,Philadelphia,Pennsylvania,PA,J! Archive - Show #7523,5/3/17,1,0
Liz Fischer,25601,an attorney,Philadelphia,Pennsylvania,PA,J! Archive - Show #7522,5/2/17,3,1
Marissa Edelman,1200,an attorney,Philadelphia,Pennsylvania,PA,J! Archive - Show #6994,1/29/15,1,0
Marissa Edelman,9400,an attorney,Philadelphia,Pennsylvania,PA,J! Archive - Show #6993,1/28/15,2,1
Catherine Meeker,1000,an attorney,Orlando,Florida,FL,J! Archive - Show #7582,7/25/17,3,0
Danielle Phillip,1000,an attorney,Ann Arbor,Michigan,MI,J! Archive - Show #7898,1/2/19,2,0
Ashley Alley,100,an attorney,Alexandria,Virginia,VA,J! Archive - Show #7053,4/22/15,3,0
Lewis Black,23000,an attorney,Salt Lake City,Utah,UT,J! Archive - Show #7969,4/11/19,3,0
Betsy Knudson,0,an attorney,Salt Lake City,Utah,UT,J! Archive - Show #7595,9/22/17,1,0
Betsy Knudson,22801,an attorney,Salt Lake City,Utah,UT,J! Archive - Show #7594,9/21/17,1,1
Betsy Knudson,9401,an attorney,Salt Lake City,Utah,UT,J! Archive - Show #7593,9/20/17,1,1
Betsy Knudson,29200,an attorney,Salt Lake City,Utah,UT,J! Archive - Show #7592,9/19/17,2,1
Amy Sumner,3199,an attorney,Denver,Colorado,CO,J! Archive - Show #7476,2/27/17,3,0
Travis Miscia,1,an attorney,Jersey City,New Jersey,NJ,J! Archive - Show #7043,4/8/15,2,0
Mitch Rodricks,5400,an attorney,Oakland,California,CA,J! Archive - Show #7929,2/14/19,3,0
Amanda Bruchs,6500,an attorney,Silver Spring,Maryland,MD,J! Archive - Show #7124,7/30/15,2,0
Amy Yacorzynski,8799,an attorney,New Orleans,Louisiana,LA,J! Archive - Show #7719,3/15/18,3,0
J.B. Evans,799,an attorney,Boise,Idaho,ID,J! Archive - Show #7919,1/31/19,3,0
Siobhan Fabio,10399,an attorney,Little Rock,Arkansas,AR,J! Archive - Show #7903,1/9/19,2,0
Charbel Barakat,18000,an attorney,Tampa,Florida,FL,J! Archive - Show #7892,12/25/18,1,0
Charbel Barakat,30700,an attorney,Tampa,Florida,FL,J! Archive - Show #7891,12/24/18,3,1
Joe Quackenbush,7200,an attorney,Tampa,Florida,FL,J! Archive - Show #7198,12/23/15,2,0
Jim Luh,12200,an attorney,Bethesda,Maryland,MD,J! Archive - Show #7023,3/11/15,3,0
Bernadette Nguyen,3199,an attorney,Mechanicsville,Maryland,MD,J! Archive - Show #7876,12/3/18,3,0
